"Food_Web","Mode","Species","Rank","Strain"
"Caribbean_Families","in","F1",2,0.0159637306941268
"Caribbean_Families","in","F10",2,2.42117116262465e-05
"Caribbean_Families","in","F100",2,0.232858374923352
"Caribbean_Families","in","F121",2,0.000419153091962361
"Caribbean_Families","in","F140",2,0.22399762779534
"Caribbean_Families","in","F178",2,3.72236931961393
"Caribbean_Families","in","F19",2,0.0224863555201899
"Caribbean_Families","in","F47",2,4.27333309837629e-05
"Caribbean_Families","in","F6",2,0.000222844281110645
"Caribbean_Families","in","F60",2,0.00179829635034986
"Caribbean_Families","in","F67",2,0.00020946787459205
"Caribbean_Families","in","F73",2,0.322318651795352
"Caribbean_Families","in","F86",2,0.0308922080365994
"Caribbean_Families","in","F105",2,0.309282639874511
"Caribbean_Families","in","F113",2,9.64837113311723e-06
"Caribbean_Families","in","F115",2,0.00449906620699439
"Caribbean_Families","in","F156",2,6.65815765062407
"Caribbean_Families","in","F173",2,0.00623447645403953
"Caribbean_Families","in","F206",2,5.94002122110477e-05
"Caribbean_Families","in","F56",2,0.00142407187156247
"Caribbean_Families","in","F63",2,2.00175262951282e-06
"Caribbean_Families","in","F123",2,0.000803484952910298
"Caribbean_Families","in","F49",2,0.0431583247660291
"Caribbean_Families","in","F8",2,0.00785585414622802
"Caribbean_Families","in","F128",2,0.00213215545188024
"Caribbean_Families","in","F11",2,0.00139929914349345
"Caribbean_Families","in","F203",2,0.000824173765594119
"Caribbean_Families","in","F53",2,2.97071641447229e-05
"Caribbean_Families","in","F114",2,3.16093999194381e-06
"Caribbean_Families","in","F126",2,0.000687580564862966
"Caribbean_Families","in","F120",2,5.75977685285286e-05
"Caribbean_Families","in","F131",2,0.00125133713607125
"Caribbean_Families","in","F139",2,3.72355537925909e-05
"Caribbean_Families","in","F14",2,0.0129779190251873
"Caribbean_Families","in","F154",2,0.000229088680236562
"Caribbean_Families","in","F166",2,0.0129712238006965
"Caribbean_Families","in","F22",2,8.72500064342547e-05
"Caribbean_Families","in","F24",2,0.400605852993622
"Caribbean_Families","in","F4",2,0.000433102389670259
"Caribbean_Families","in","F42",2,0.0053357219993525
"Caribbean_Families","in","F46",2,1.42883652758815e-05
"Caribbean_Families","in","F59",2,3.97300954417733e-05
"Caribbean_Families","in","F64",2,0.000896731663324797
"Caribbean_Families","in","F70",2,0.000432357018189698
"Caribbean_Families","in","F72",2,5.36500664263517e-05
"Caribbean_Families","in","F84",2,0.00169544883906381
"Caribbean_Families","in","F127",2,4.83294889273672e-05
"Caribbean_Families","in","F170",2,0.00344948845473041
"Caribbean_Families","in","F55",2,2.22085566182084e-05
"Caribbean_Families","in","F134",2,0.00303815983491649
"Caribbean_Families","in","F199",2,0.00421321248406493
"Caribbean_Families","in","F201",2,0.00312262514105443
"Caribbean_Families","in","F208",2,0.000481236112495579
"Caribbean_Families","in","F33",2,5.93086100490901
"Caribbean_Families","in","F194",2,0.00613520239646988
"Caribbean_Families","in","F54",2,6.25880016391014e-06
"Caribbean_Families","in","F62",2,6.25880016391014e-06
"Caribbean_Families","in","F92",2,0.000100283199731968
"Caribbean_Families","in","F66",2,0.000774651201994874
"Caribbean_Families","out","F1",3,0.0685437671502869
"Caribbean_Families","out","F10",3,0.0352272573360418
"Caribbean_Families","out","F100",3,0.0616877561777643
"Caribbean_Families","out","F121",3,0.000113292857093791
"Caribbean_Families","out","F140",3,0.224638918872287
"Caribbean_Families","out","F178",3,13.5998247574114
"Caribbean_Families","out","F19",3,0.0653534525143824
"Caribbean_Families","out","F47",3,0.000115838730653792
"Caribbean_Families","out","F6",3,0.000585396497203697
"Caribbean_Families","out","F60",3,0.00951797440099568
"Caribbean_Families","out","F67",3,0.000311099168164722
"Caribbean_Families","out","F73",3,0.71112597105187
"Caribbean_Families","out","F86",3,0.0102882828921283
"Caribbean_Families","out","F105",3,7.70678709024352
"Caribbean_Families","out","F113",3,0.000270690494563555
"Caribbean_Families","out","F115",3,0.0176150404153714
"Caribbean_Families","out","F156",3,2.61695974841247
"Caribbean_Families","out","F173",3,0.0137281304150179
"Caribbean_Families","out","F206",3,7.34529872227542e-06
"Caribbean_Families","out","F56",3,0.0173295019449333
"Caribbean_Families","out","F63",3,6.19106289639029e-06
"Caribbean_Families","out","F123",3,0.00134203413806964
"Caribbean_Families","out","F49",3,0.465892578359749
"Caribbean_Families","out","F8",3,0.0289177503413959
"Caribbean_Families","out","F128",3,0.000755509748333441
"Caribbean_Families","out","F11",3,0.000150649968195475
"Caribbean_Families","out","F203",3,0.963074679954746
"Caribbean_Families","out","F53",3,3.6097934506768e-06
"Caribbean_Families","out","F114",3,5.08411221499145e-05
"Caribbean_Families","out","F126",3,0.0776850998912237
"Caribbean_Families","out","F120",3,1.63056271403703e-05
"Caribbean_Families","out","F131",3,0.000324847561717526
"Caribbean_Families","out","F139",3,1.92887539183427e-05
"Caribbean_Families","out","F14",3,0.330795407675473
"Caribbean_Families","out","F154",3,0.000599868753205502
"Caribbean_Families","out","F166",3,0.00737862368750433
"Caribbean_Families","out","F22",3,0.000850997982196692
"Caribbean_Families","out","F24",3,0.447822111069332
"Caribbean_Families","out","F4",3,0.000266867835603857
"Caribbean_Families","out","F42",3,0.00569709652012135
"Caribbean_Families","out","F46",3,2.54473237798025e-05
"Caribbean_Families","out","F59",3,2.21718842482062e-05
"Caribbean_Families","out","F64",3,0.000459113026573124
"Caribbean_Families","out","F70",3,0.000241933338685048
"Caribbean_Families","out","F72",3,5.94061287519153e-05
"Caribbean_Families","out","F84",3,0.000927547135358433
"Caribbean_Families","out","F127",3,1.30658920466153e-05
"Caribbean_Families","out","F170",3,1.34477954446674
"Caribbean_Families","out","F55",3,0.000588188729112783
"Caribbean_Families","out","F134",3,0.00155751014193333
"Caribbean_Families","out","F199",3,1.28636740520708
"Caribbean_Families","out","F201",3,0.116977605256092
"Caribbean_Families","out","F208",3,0.0981416132941205
"Caribbean_Families","out","F33",3,10.4031803241692
"Caribbean_Families","out","F194",3,0.00102678932311037
"Caribbean_Families","out","F54",3,1.70830067709013e-06
"Caribbean_Families","out","F62",3,1.70830067709013e-06
"Caribbean_Families","out","F92",3,2.70219693852323e-05
"Caribbean_Families","out","F66",3,0.0721127787758868
"Caribbean_Families","in","F1",3,0.208089842923853
"Caribbean_Families","in","F10",3,0.00405268716339067
"Caribbean_Families","in","F100",3,0.244109234931423
"Caribbean_Families","in","F121",3,0.000484610303176156
"Caribbean_Families","in","F140",3,0.500472577636634
"Caribbean_Families","in","F178",3,5.35151445382563
"Caribbean_Families","in","F19",3,0.204115603542922
"Caribbean_Families","in","F47",3,0.000507124811015443
"Caribbean_Families","in","F6",3,0.00178083897521949
"Caribbean_Families","in","F60",3,0.0350944610809276
"Caribbean_Families","in","F67",3,0.0021560068216831
"Caribbean_Families","in","F73",3,2.36883719595839
"Caribbean_Families","in","F86",3,0.0390713033351158
"Caribbean_Families","in","F105",3,2.12332457646469
"Caribbean_Families","in","F113",3,5.19100718025883e-05
"Caribbean_Families","in","F115",3,0.039201137649111
"Caribbean_Families","in","F156",3,6.67607033871645
"Caribbean_Families","in","F173",3,0.0334968634624244
"Caribbean_Families","in","F206",3,7.20183660804119e-05
"Caribbean_Families","in","F56",3,0.046400021062231
"Caribbean_Families","in","F63",3,2.53908672045287e-06
"Caribbean_Families","in","F123",3,0.00176033192775585
"Caribbean_Families","in","F49",3,1.3690290012709
"Caribbean_Families","in","F8",3,0.0843014474199277
"Caribbean_Families","in","F128",3,0.00287665552472463
"Caribbean_Families","in","F11",3,0.00142998637579341
"Caribbean_Families","in","F203",3,0.346667366485165
"Caribbean_Families","in","F53",3,3.07923103286771e-05
"Caribbean_Families","in","F114",3,7.24249494439863e-06
"Caribbean_Families","in","F126",3,0.0240720407515505
"Caribbean_Families","in","F120",3,6.01223071171011e-05
"Caribbean_Families","in","F131",3,0.00231391169996173
"Caribbean_Families","in","F139",3,6.02533218207435e-05
"Caribbean_Families","in","F14",3,0.168475990684487
"Caribbean_Families","in","F154",3,0.000715764770186879
"Caribbean_Families","in","F166",3,0.0202868296814904
"Caribbean_Families","in","F22",3,0.000423875941124078
"Caribbean_Families","in","F24",3,1.81854984991947
"Caribbean_Families","in","F4",3,0.000828381022140742
"Caribbean_Families","in","F42",3,0.0184545697509324
"Caribbean_Families","in","F46",3,8.35901692705025e-05
"Caribbean_Families","in","F59",3,4.95054335851303e-05
"Caribbean_Families","in","F64",3,0.00128618401019001
"Caribbean_Families","in","F70",3,0.000852007403227486
"Caribbean_Families","in","F72",3,8.07034847116404e-05
"Caribbean_Families","in","F84",3,0.00194860109544362
"Caribbean_Families","in","F127",3,6.492226034436e-05
"Caribbean_Families","in","F170",3,0.114611372685545
"Caribbean_Families","in","F55",3,0.000140377872392548
"Caribbean_Families","in","F134",3,0.00607846768416273
"Caribbean_Families","in","F199",3,0.519983485963304
"Caribbean_Families","in","F201",3,0.0162016017062106
"Caribbean_Families","in","F208",3,0.0337079092006535
"Caribbean_Families","in","F33",3,6.37811389241163
"Caribbean_Families","in","F194",3,0.00733224715432377
"Caribbean_Families","in","F54",3,8.42362128056775e-06
"Caribbean_Families","in","F62",3,8.42362128056775e-06
"Caribbean_Families","in","F92",3,0.000134611663003775
"Caribbean_Families","in","F66",3,0.0223432084715172
"Caribbean_Families","out","F1",4,0.155389735540186
"Caribbean_Families","out","F10",4,0.0475934425954217
"Caribbean_Families","out","F100",4,1.53053934979125
"Caribbean_Families","out","F121",4,0.00156304733834794
"Caribbean_Families","out","F140",4,0.226325276597305
"Caribbean_Families","out","F178",4,14.4918919817192
"Caribbean_Families","out","F19",4,0.0952593858094577
"Caribbean_Families","out","F47",4,0.000158375082370157
"Caribbean_Families","out","F6",4,0.00254672940200364
"Caribbean_Families","out","F60",4,0.0436744564804916
"Caribbean_Families","out","F67",4,0.00488492657126091
"Caribbean_Families","out","F73",4,0.731320066684974
"Caribbean_Families","out","F86",4,0.549218547714428
"Caribbean_Families","out","F105",4,12.5649141302043
"Caribbean_Families","out","F113",4,0.0228980613384386
"Caribbean_Families","out","F115",4,0.0153599792881756
"Caribbean_Families","out","F156",4,2.84251769894253
"Caribbean_Families","out","F173",4,0.14544948366897
"Caribbean_Families","out","F206",4,0.000863857753856005
"Caribbean_Families","out","F56",4,0.0454387474529332
"Caribbean_Families","out","F63",4,7.24043683893069e-06
"Caribbean_Families","out","F123",4,0.00250202093132523
"Caribbean_Families","out","F49",4,0.654293497358363
"Caribbean_Families","out","F8",4,0.0555491529662308
"Caribbean_Families","out","F128",4,0.0216003544625684
"Caribbean_Families","out","F11",4,0.000772798591444954
"Caribbean_Families","out","F203",4,0.935335509215694
"Caribbean_Families","out","F53",4,0.000306151031481043
"Caribbean_Families","out","F114",4,0.000104079217064571
"Caribbean_Families","out","F126",4,0.689654758733315
"Caribbean_Families","out","F120",4,1.86453821080091e-05
"Caribbean_Families","out","F131",4,0.000704278212093858
"Caribbean_Families","out","F139",4,4.02441523566464e-05
"Caribbean_Families","out","F14",4,2.76455744551463
"Caribbean_Families","out","F154",4,0.00179077231462896
"Caribbean_Families","out","F166",4,0.00783651580366121
"Caribbean_Families","out","F22",4,0.00234793238791257
"Caribbean_Families","out","F24",4,14.6687203558483
"Caribbean_Families","out","F4",4,0.00125501278060932
"Caribbean_Families","out","F42",4,0.00584047024606626
"Caribbean_Families","out","F46",4,2.88019658812548e-05
"Caribbean_Families","out","F59",4,3.16873813460396e-05
"Caribbean_Families","out","F64",4,0.000557040245924173
"Caribbean_Families","out","F70",4,0.00101724908849745
"Caribbean_Families","out","F72",4,0.00202061986347973
"Caribbean_Families","out","F84",4,0.0041948731593956
"Caribbean_Families","out","F127",4,0.000395886023307308
"Caribbean_Families","out","F170",4,3.42750792545991
"Caribbean_Families","out","F55",4,0.00135530876475842
"Caribbean_Families","out","F134",4,0.0285804417160542
"Caribbean_Families","out","F199",4,0.819587138883339
"Caribbean_Families","out","F201",4,0.55602272839907
"Caribbean_Families","out","F208",4,0.817630224822861
"Caribbean_Families","out","F33",4,11.8909866068515
"Caribbean_Families","out","F194",4,0.0147220423827112
"Caribbean_Families","out","F54",4,5.22312176239327e-05
"Caribbean_Families","out","F62",4,5.22312176239327e-05
"Caribbean_Families","out","F92",4,0.000803135642594875
"Caribbean_Families","out","F66",4,0.652584849970639
"Caribbean_Families","in","F1",4,0.324558946774237
"Caribbean_Families","in","F10",4,0.00766049950618787
"Caribbean_Families","in","F100",4,2.35691440363815
"Caribbean_Families","in","F121",4,0.00319726007592201
"Caribbean_Families","in","F140",4,0.507512989789361
"Caribbean_Families","in","F178",4,6.03191500252349
"Caribbean_Families","in","F19",4,0.248354600620207
"Caribbean_Families","in","F47",4,0.00058224714639392
"Caribbean_Families","in","F6",4,0.00481133608153013
"Caribbean_Families","in","F60",4,0.089098266914613
"Caribbean_Families","in","F67",4,0.0139429519728643
"Caribbean_Families","in","F73",4,2.42831571796808
"Caribbean_Families","in","F86",4,1.00480629927125
"Caribbean_Families","in","F105",4,4.07851222217455
"Caribbean_Families","in","F113",4,0.00913895458361248
"Caribbean_Families","in","F115",4,0.0325739896850699
"Caribbean_Families","in","F156",4,6.92234517247642
"Caribbean_Families","in","F173",4,0.22975064403889
"Caribbean_Families","in","F206",4,0.00158524077520534
"Caribbean_Families","in","F56",4,0.0844879655079419
"Caribbean_Families","in","F63",4,2.65244396094052e-06
"Caribbean_Families","in","F123",4,0.0023162860340016
"Caribbean_Families","in","F49",4,1.65730121939993
"Caribbean_Families","in","F8",4,0.121035229439763
"Caribbean_Families","in","F128",4,0.032025281577994
"Caribbean_Families","in","F11",4,0.00294896585686191
"Caribbean_Families","in","F203",4,0.286058091678427
"Caribbean_Families","in","F53",4,0.000643696402671906
"Caribbean_Families","in","F114",4,4.09986078077725e-05
"Caribbean_Families","in","F126",4,0.312465241941892
"Caribbean_Families","in","F120",4,6.37110344151108e-05
"Caribbean_Families","in","F131",4,0.00306255364170204
"Caribbean_Families","in","F139",4,9.08442198064224e-05
"Caribbean_Families","in","F14",4,1.69349544902372
"Caribbean_Families","in","F154",4,0.0020509979556387
"Caribbean_Families","in","F166",4,0.0209370696676343
"Caribbean_Families","in","F22",4,0.00111733504371336
"Caribbean_Families","in","F24",4,28.1548952960467
"Caribbean_Families","in","F4",4,0.00221318281306054
"Caribbean_Families","in","F42",4,0.0186641200607253
"Caribbean_Families","in","F46",4,8.84708605997667e-05
"Caribbean_Families","in","F59",4,6.18411272937258e-05
"Caribbean_Families","in","F64",4,0.00142076636669385
"Caribbean_Families","in","F70",4,0.00203733320054338
"Caribbean_Families","in","F72",4,0.000218400463173243
"Caribbean_Families","in","F84",4,0.00580521973230898
"Caribbean_Families","in","F127",4,0.000564011492685762
"Caribbean_Families","in","F170",4,0.411494418653882
"Caribbean_Families","in","F55",4,0.000179504305479768
"Caribbean_Families","in","F134",4,0.0436665658407427
"Caribbean_Families","in","F199",4,0.199379781859525
"Caribbean_Families","in","F201",4,0.145009556714706
"Caribbean_Families","in","F208",4,0.393126347562354
"Caribbean_Families","in","F33",4,6.6998220590938
"Caribbean_Families","in","F194",4,0.0362792028165868
"Caribbean_Families","in","F54",4,7.41462430880858e-05
"Caribbean_Families","in","F62",4,7.41462430880858e-05
"Caribbean_Families","in","F92",4,0.00115269137464254
"Caribbean_Families","in","F66",4,0.299218902160036
"Caribbean_Families","out","F1",5,0.674020699135737
"Caribbean_Families","out","F10",5,0.0564989981713396
"Caribbean_Families","out","F100",5,0.229939312554812
"Caribbean_Families","out","F121",5,0.00262272813053335
"Caribbean_Families","out","F140",5,0.358948070458645
"Caribbean_Families","out","F178",5,21.3568642314551
"Caribbean_Families","out","F19",5,0.341793377667903
"Caribbean_Families","out","F47",5,0.000489745968862344
"Caribbean_Families","out","F6",5,0.0204849692136711
"Caribbean_Families","out","F60",5,1.00806696010939
"Caribbean_Families","out","F67",5,0.00398066441877132
"Caribbean_Families","out","F73",5,1.53314669830931
"Caribbean_Families","out","F86",5,5.06888735064204
"Caribbean_Families","out","F105",5,17.6500111966983
"Caribbean_Families","out","F113",5,0.0257950448068767
"Caribbean_Families","out","F115",5,0.0158335289110406
"Caribbean_Families","out","F156",5,2.7663893025158
"Caribbean_Families","out","F173",5,0.12674140512476
"Caribbean_Families","out","F206",5,0.00979176441964487
"Caribbean_Families","out","F56",5,0.906135737025443
"Caribbean_Families","out","F63",5,0.00181030262392613
"Caribbean_Families","out","F123",5,0.00268023406739556
"Caribbean_Families","out","F49",5,5.52553382885568
"Caribbean_Families","out","F8",5,0.144825629953233
"Caribbean_Families","out","F128",5,0.0433984179392406
"Caribbean_Families","out","F11",5,0.00583490984339288
"Caribbean_Families","out","F203",5,0.891404000043512
"Caribbean_Families","out","F53",5,0.000384923841756099
"Caribbean_Families","out","F114",5,0.000146611290021373
"Caribbean_Families","out","F126",5,0.690625301620211
"Caribbean_Families","out","F120",5,0.000204963706224221
"Caribbean_Families","out","F131",5,0.0187422359492419
"Caribbean_Families","out","F139",5,0.0011300754621393
"Caribbean_Families","out","F14",5,3.42204979170842
"Caribbean_Families","out","F154",5,0.00688579271581732
"Caribbean_Families","out","F166",5,0.177663879419929
"Caribbean_Families","out","F22",5,0.0205602318799801
"Caribbean_Families","out","F24",5,12.1522545093623
"Caribbean_Families","out","F4",5,0.0126277084890192
"Caribbean_Families","out","F42",5,0.0371596508129562
"Caribbean_Families","out","F46",5,8.86575857231824e-05
"Caribbean_Families","out","F59",5,7.35110333431588e-05
"Caribbean_Families","out","F64",5,0.0133132991397573
"Caribbean_Families","out","F70",5,0.0159740540785929
"Caribbean_Families","out","F72",5,0.00287158449137005
"Caribbean_Families","out","F84",5,0.028574591691712
"Caribbean_Families","out","F127",5,0.00686348031872199
"Caribbean_Families","out","F170",5,18.5943391152109
"Caribbean_Families","out","F55",5,0.0123894639003503
"Caribbean_Families","out","F134",5,0.281725733157972
"Caribbean_Families","out","F199",5,0.80638208057461
"Caribbean_Families","out","F201",5,0.892748891252831
"Caribbean_Families","out","F208",5,0.849355724480254
"Caribbean_Families","out","F33",5,15.0143214374678
"Caribbean_Families","out","F194",5,0.0425398610638956
"Caribbean_Families","out","F54",5,0.000931184746388378
"Caribbean_Families","out","F62",5,0.000931184746388378
"Caribbean_Families","out","F92",5,0.0140698621856944
"Caribbean_Families","out","F66",5,0.658730393432435
"Caribbean_Families","in","F1",5,0.87758479284555
"Caribbean_Families","in","F10",5,0.0127439720587076
"Caribbean_Families","in","F100",5,0.700472808003521
"Caribbean_Families","in","F121",5,0.00432314956360258
"Caribbean_Families","in","F140",5,0.628141957073465
"Caribbean_Families","in","F178",5,10.4904745014898
"Caribbean_Families","in","F19",5,0.510732122498457
"Caribbean_Families","in","F47",5,0.000932641961443938
"Caribbean_Families","in","F6",5,0.023560024993288
"Caribbean_Families","in","F60",5,1.20603529375182
"Caribbean_Families","in","F67",5,0.0228808620505196
"Caribbean_Families","in","F73",5,3.5732123454968
"Caribbean_Families","in","F86",5,6.51383276624018
"Caribbean_Families","in","F105",5,9.23655610917718
"Caribbean_Families","in","F113",5,0.00526130426493661
"Caribbean_Families","in","F115",5,0.0334290809626732
"Caribbean_Families","in","F156",5,6.95977940271803
"Caribbean_Families","in","F173",5,0.220019219191555
"Caribbean_Families","in","F206",5,0.0111464990750975
"Caribbean_Families","in","F56",5,0.939805874527963
"Caribbean_Families","in","F63",5,0.00189649397394644
"Caribbean_Families","in","F123",5,0.00244118256062623
"Caribbean_Families","in","F49",5,7.36603082403303
"Caribbean_Families","in","F8",5,0.223787667230346
"Caribbean_Families","in","F128",5,0.0581988668549291
"Caribbean_Families","in","F11",5,0.0145764885808499
"Caribbean_Families","in","F203",5,0.269029412484036
"Caribbean_Families","in","F53",5,0.000752566685472201
"Caribbean_Families","in","F114",5,5.74546310811336e-05
"Caribbean_Families","in","F126",5,0.314515221343026
"Caribbean_Families","in","F120",5,0.000281600739704766
"Caribbean_Families","in","F131",5,0.0233104044817721
"Caribbean_Families","in","F139",5,0.00125122489787914
"Caribbean_Families","in","F14",5,2.27362653402677
"Caribbean_Families","in","F154",5,0.00639691440718978
"Caribbean_Families","in","F166",5,0.205915127978876
"Caribbean_Families","in","F22",5,0.0173619376755089
"Caribbean_Families","in","F24",5,19.1960678191775
"Caribbean_Families","in","F4",5,0.0145777204127723
"Caribbean_Families","in","F42",5,0.0522863895272424
"Caribbean_Families","in","F46",5,0.000150880797804736
"Caribbean_Families","in","F59",5,9.59335698787159e-05
"Caribbean_Families","in","F64",5,0.0153850698613867
"Caribbean_Families","in","F70",5,0.0179327076872881
"Caribbean_Families","in","F72",5,0.000960424595274318
"Caribbean_Families","in","F84",5,0.0301535258909726
"Caribbean_Families","in","F127",5,0.00740648479767746
"Caribbean_Families","in","F170",5,7.06251779795223
"Caribbean_Families","in","F55",5,0.00840063947541089
"Caribbean_Families","in","F134",5,0.322680368444247
"Caribbean_Families","in","F199",5,0.186381652320275
"Caribbean_Families","in","F201",5,0.329555415761488
"Caribbean_Families","in","F208",5,0.425083730088482
"Caribbean_Families","in","F33",5,7.22112400748354
"Caribbean_Families","in","F194",5,0.0763418431040828
"Caribbean_Families","in","F54",5,0.00099908377950267
"Caribbean_Families","in","F62",5,0.00099908377950267
"Caribbean_Families","in","F92",5,0.0151835555053666
"Caribbean_Families","in","F66",5,0.306284541676399
"Caribbean_Families","out","F1",6,0.109358591389693
"Caribbean_Families","out","F10",6,0.270107635339295
"Caribbean_Families","out","F100",6,0.230768866216512
"Caribbean_Families","out","F121",6,0.0043623972671914
"Caribbean_Families","out","F140",6,0.209553441905576
"Caribbean_Families","out","F178",6,15.1457085263695
"Caribbean_Families","out","F19",6,0.115831272284246
"Caribbean_Families","out","F47",6,0.00161579200494717
"Caribbean_Families","out","F6",6,0.00662925264362831
"Caribbean_Families","out","F60",6,0.0792323001379042
"Caribbean_Families","out","F67",6,0.00216377665013275
"Caribbean_Families","out","F73",6,1.00528474741587
"Caribbean_Families","out","F86",6,0.193634719496319
"Caribbean_Families","out","F105",6,20.1597015948416
"Caribbean_Families","out","F113",6,0.0219473195356918
"Caribbean_Families","out","F115",6,0.00610607195784368
"Caribbean_Families","out","F156",6,2.77445326339916
"Caribbean_Families","out","F173",6,0.117843280390683
"Caribbean_Families","out","F206",6,0.00158528811434567
"Caribbean_Families","out","F56",6,0.0307781770734487
"Caribbean_Families","out","F63",6,7.72660685217729e-05
"Caribbean_Families","out","F123",6,0.00348627891684781
"Caribbean_Families","out","F49",6,2.29142633764711
"Caribbean_Families","out","F8",6,0.0413236330764959
"Caribbean_Families","out","F128",6,0.0126406448895944
"Caribbean_Families","out","F11",6,0.00589084369586712
"Caribbean_Families","out","F203",6,0.865216022121343
"Caribbean_Families","out","F53",6,4.33423519495274e-05
"Caribbean_Families","out","F114",6,0.000452942906259032
"Caribbean_Families","out","F126",6,0.938829078360496
"Caribbean_Families","out","F120",6,2.99343682118337e-05
"Caribbean_Families","out","F131",6,0.00125452322893627
"Caribbean_Families","out","F139",6,4.54743667480663e-05
"Caribbean_Families","out","F14",6,0.59176039092826
"Caribbean_Families","out","F154",6,0.00161318309753526
"Caribbean_Families","out","F166",6,0.0132324486563318
"Caribbean_Families","out","F22",6,0.00356228172441917
"Caribbean_Families","out","F24",6,3.67259479835681
"Caribbean_Families","out","F4",6,0.000990880030294174
"Caribbean_Families","out","F42",6,0.00809201613843551
"Caribbean_Families","out","F46",6,6.4999539245226e-05
"Caribbean_Families","out","F59",6,2.70669035757122e-05
"Caribbean_Families","out","F64",6,0.00109884191971778
"Caribbean_Families","out","F70",6,0.000744414845360132
"Caribbean_Families","out","F72",6,0.0022416296957216
"Caribbean_Families","out","F84",6,0.00391081157101662
"Caribbean_Families","out","F127",6,0.000860249457320551
"Caribbean_Families","out","F170",6,18.9743312127284
"Caribbean_Families","out","F55",6,0.0246000042972348
"Caribbean_Families","out","F134",6,0.0689206229761996
"Caribbean_Families","out","F199",6,0.795957162530212
"Caribbean_Families","out","F201",6,1.99834558480375
"Caribbean_Families","out","F208",6,0.502466532674724
"Caribbean_Families","out","F33",6,16.9320700552264
"Caribbean_Families","out","F194",6,0.0364055315061803
"Caribbean_Families","out","F54",6,0.00010715032255247
"Caribbean_Families","out","F62",6,0.00010715032255247
"Caribbean_Families","out","F92",6,0.00176419197524883
"Caribbean_Families","out","F66",6,0.869841467671061
"Caribbean_Families","in","F1",6,0.379572574268712
"Caribbean_Families","in","F10",6,0.080512535424096
"Caribbean_Families","in","F100",6,0.703082683747842
"Caribbean_Families","in","F121",6,0.00981919669506526
"Caribbean_Families","in","F140",6,0.481668161985823
